first_author,effect_size_ID,study_ID,year_published,citation,journal,domain,taxa,common_name,scientific_name,scientific_name_OTL,development_stage,sex,includes_body_size,body_size,size unit,pop_source,temperature,BPA,BPA_unit,corrected_dose,time,time_day,trait,hierarchy,response,response_unit,mean_control,sd_control,se_control,n_control,mean_treat,sd_treat,se_treat,n_treat,mean_c_1,mean_t_1,lnRR,lnRR_direct,lnRR_variance,notes,Link
Adamakis,680,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.1,ug l,0.1,,10,Growth,Organ,Leaf elongation,mm,8.6612576,5.8628761,1.1967546,24,7.1805274,2.6830111,0.5476673,24,9.6612576,8.1805274,-0.166367203,-0.166367203,0.184908856,,
Adamakis,681,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.3,ug l,0.3,,10,Growth,Organ,Leaf elongation,mm,8.6612576,5.8628761,1.1967546,24,5.4158215,3.2792358,0.6693712,24,9.6612576,6.4158215,-0.409356777,-0.409356777,0.218080186,,
Adamakis,682,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.5,ug l,0.5,,10,Growth,Organ,Leaf elongation,mm,8.6612576,5.8628761,1.1967546,24,4.4624746,3.2792358,0.6693712,24,9.6612576,5.4624746,-0.570221916,-0.570221916,0.230268491,,
Adamakis,683,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,1,ug l,1,,10,Growth,Organ,Leaf elongation,mm,8.6612576,5.8628761,1.1967546,24,4.0770791,2.1861572,0.4462475,24,9.6612576,5.0770791,-0.64338771,-0.64338771,0.187466507,,
Adamakis,684,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,3,ug l,3,,10,Growth,Organ,Leaf elongation,mm,8.6612576,5.8628761,1.1967546,24,2.9006085,2.3848987,0.4868154,24,9.6612576,3.9006085,-0.906991259,-0.906991259,0.209000789,,
Adamakis,685,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.03,ug l,0.03,,2,Growth,Organ,Leaf elongation,mm day,1.05724508,0,0,24,0.77012522,0,0,24,2.05724508,1.77012522,-0.150317458,-0.150317458,0,no variation,
Adamakis,686,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.1,ug l,0.1,,2,Growth,Organ,Leaf elongation,mm day,1.05724508,0,0,24,0.82379249,0,0,24,2.05724508,1.82379249,-0.120449629,-0.120449629,0,no variation,
Adamakis,687,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.3,ug l,0.3,,2,Growth,Organ,Leaf elongation,mm day,1.05724508,0,0,24,0.60107335,0,0,24,2.05724508,1.60107335,-0.2506935,-0.2506935,0,no variation,
Adamakis,688,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.5,ug l,0.5,,2,Growth,Organ,Leaf elongation,mm day,1.05724508,0,0,24,0.52325581,0,0,24,2.05724508,1.52325581,-0.300517724,-0.300517724,0,no variation,
Adamakis,689,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,1,ug l,1,,2,Growth,Organ,Leaf elongation,mm day,1.05724508,0,0,24,0.47763864,0,0,24,2.05724508,1.47763864,-0.330922448,-0.330922448,0,no variation,
Adamakis,690,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,3,ug l,3,,2,Growth,Organ,Leaf elongation,mm day,1.05724508,0,0,24,0.31663685,0,0,24,2.05724508,1.31663685,-0.446287104,-0.446287104,0,no variation,
Adamakis,691,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.03,ug l,0.03,,4,Growth,Organ,Leaf elongation,mm day,1.35241503,0,0,24,1.15116279,0.02629148,0.005366726,24,2.35241503,2.15116279,-0.089433944,-0.089433944,1.34E-05,,
Adamakis,692,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.1,ug l,0.1,,4,Growth,Organ,Leaf elongation,mm day,1.35241503,0,0,24,0.91234347,0,0,24,2.35241503,1.91234347,-0.207113035,-0.207113035,0,no variation,
Adamakis,693,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.3,ug l,0.3,,4,Growth,Organ,Leaf elongation,mm day,1.35241503,0,0,24,0.7352415,0,0,24,2.35241503,1.7352415,-0.304295876,-0.304295876,0,no variation,
Adamakis,694,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.5,ug l,0.5,,4,Growth,Organ,Leaf elongation,mm day,1.35241503,0,0,24,0.65742397,0,0,24,2.35241503,1.65742397,-0.350177901,-0.350177901,0,no variation,
Adamakis,695,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,1,ug l,1,,4,Growth,Organ,Leaf elongation,mm day,1.35241503,0,0,24,0.42397138,0.01314574,0.002683363,24,2.35241503,1.42397138,-0.501992758,-0.501992758,5.06E-06,,
Adamakis,696,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,3,ug l,3,,4,Growth,Organ,Leaf elongation,mm day,1.35241503,0,0,24,0.33005367,0,0,24,2.35241503,1.33005367,-0.570223178,-0.570223178,0,no variation,
Adamakis,697,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.03,ug l,0.03,,6,Growth,Organ,Leaf elongation,mm day,1.00089445,0,0,24,0.65474061,0.09202019,0.018783542,24,2.00089445,1.65474061,-0.18995004,-0.18995004,0.000213219,,
Adamakis,698,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.1,ug l,0.1,,6,Growth,Organ,Leaf elongation,mm day,1.00089445,0,0,24,0.70035778,0.01314574,0.002683363,24,2.00089445,1.70035778,-0.162755618,-0.162755618,4.23E-06,,
Adamakis,699,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.3,ug l,0.3,,6,Growth,Organ,Leaf elongation,mm day,1.00089445,0,0,24,0.55813953,0,0,24,2.00089445,1.55813953,-0.250101805,-0.250101805,0,no variation,
Adamakis,700,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.5,ug l,0.5,,6,Growth,Organ,Leaf elongation,mm day,1.00089445,0,0,24,0.54740608,0,0,24,2.00089445,1.54740608,-0.257014273,-0.257014273,0,no variation,
Adamakis,701,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,1,ug l,1,,6,Growth,Organ,Leaf elongation,mm day,1.00089445,0,0,24,0.51788909,0,0,24,2.00089445,1.51788909,-0.276273693,-0.276273693,0,no variation,
Adamakis,702,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,3,ug l,3,,6,Growth,Organ,Leaf elongation,mm day,1.00089445,0,0,24,0.34615385,0,0,24,2.00089445,1.34615385,-0.396342779,-0.396342779,0,no variation,
Adamakis,703,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.03,ug l,0.03,,8,Growth,Organ,Leaf elongation,mm day,0.69499106,0,0,24,0.65474061,0.09202019,0.018783542,24,1.69499106,1.65474061,-0.024033201,-0.024033201,0.000213219,,
Adamakis,704,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.1,ug l,0.1,,8,Growth,Organ,Leaf elongation,mm day,0.69499106,0,0,24,0.64669052,0.03943722,0.008050089,24,1.69499106,1.64669052,-0.028909938,-0.028909938,3.94E-05,,
Adamakis,705,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.3,ug l,0.3,,8,Growth,Organ,Leaf elongation,mm day,0.69499106,0,0,24,0.58765653,0.03943722,0.008050089,24,1.69499106,1.58765653,-0.065418418,-0.065418418,4.08E-05,,
Adamakis,706,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.5,ug l,0.5,,8,Growth,Organ,Leaf elongation,mm day,0.69499106,0,0,24,0.3568873,0,0,24,1.69499106,1.3568873,-0.22248414,-0.22248414,0,no variation,
Adamakis,707,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,1,ug l,1,,8,Growth,Organ,Leaf elongation,mm day,0.69499106,0,0,24,0.52057245,0,0,24,1.69499106,1.52057245,-0.108590591,-0.108590591,0,no variation,
Adamakis,708,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,3,ug l,3,,8,Growth,Organ,Leaf elongation,mm day,0.24150268,0,0,24,0.35152057,0,0,24,1.24150268,1.35152057,0.084907822,0.084907822,0,no variation,
Adamakis,709,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.03,ug l,0.03,,10,Growth,Organ,Leaf elongation,mm day,0.24150268,0,0,24,0.37567084,0,0,24,1.24150268,1.37567084,0.102619011,0.102619011,0,no variation,
Adamakis,710,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.1,ug l,0.1,,10,Growth,Organ,Leaf elongation,mm day,0.24150268,0,0,24,0.49373882,0.03943722,0.008050089,24,1.24150268,1.49373882,0.184959768,0.184959768,4.34E-05,,
Adamakis,711,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.3,ug l,0.3,,10,Growth,Organ,Leaf elongation,mm day,0.24150268,0,0,24,0.2254025,0,0,24,1.24150268,1.2254025,-0.013053123,-0.013053123,0,no variation,
Adamakis,712,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,0.5,ug l,0.5,,10,Growth,Organ,Leaf elongation,mm day,0.24150268,0,0,24,0.07781753,0,0,24,1.24150268,1.07781753,-0.141384294,-0.141384294,0,no variation,
Adamakis,713,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,1,ug l,1,,10,Growth,Organ,Leaf elongation,mm day,0.24150268,0,0,24,0.11538462,0,0,24,1.24150268,1.11538462,-0.107123189,-0.107123189,0,no variation,
Adamakis,714,24,2018,,Ecotoxicology and Environmental Safety,Autotroph,Angiosperms,seagrass,Cymodocea nodosa,Cymodocea nodosa,Juvenile,NA,0,,,wild,21,3,ug l,3,,10,Growth,Organ,Leaf elongation,mm day,0.24150268,0,0,24,0.07781753,0,0,24,1.24150268,1.07781753,-0.141384294,-0.141384294,0,no variation,
Mihaich,715,25,2018,Life?cycle studies with 2 marine species and bisphenol A: The mysid shrimp (Americamysis bahia) and sheepshead minnow (Cyprinodon variegatus),Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Unknown,0,,,captive,25,18,ug l,18,28 days,28,Survival,Organism,Survival,%,80,0.54,,60,86,9.6,,60,81,87,0.071458964,0.071458964,0.017715172,,https://setac.onlinelibrary.wiley.com/doi/full/10.1002/etc.3957
Mihaich,716,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Unknown,0,,,captive,25,41,ug l,41,28 days,28,Survival,Organism,Survival,%,80,0.54,,60,80,3.7,,60,81,81,0,0,0.002876872,,
Mihaich,717,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Unknown,0,,,captive,25,74,ug l,74,28 days,28,Survival,Organism,Survival,%,80,0.54,,60,81,6.2,,60,81,82,0.012270093,0.012270093,0.007873008,,
Mihaich,718,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Unknown,0,,,captive,25,170,ug l,170,28 days,28,Survival,Organism,Survival,%,80,0.54,,60,90,2.5,,60,81,91,0.116410352,0.116410352,0.001204689,,
Mihaich,719,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Unknown,0,,,captive,25,370,ug l,370,28 days,28,Survival,Organism,Survival,%,80,0.54,,60,86,4.5,,60,81,87,0.071458964,0.071458964,0.00393931,,
Mihaich,720,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,18,ug l,18,28 days,28,Growth,Organism,Body size,mm,7.178645,0.03285421,0.01038941,10,7.326489,0.06570842,0.02077883,10,8.178645,8.326489,0.01791539,0.01791539,6.51E-05,,
Mihaich,721,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,41,ug l,41,28 days,28,Growth,Organism,Body size,mm,7.178645,0.03285421,0.01038941,10,7.211499,0.29568789,0.09350472,10,8.178645,8.211499,0.004009,0.004009,0.00107794,,
Mihaich,722,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,74,ug l,74,28 days,28,Growth,Organism,Body size,mm,7.178645,0.03285421,0.01038941,10,7.162218,0.18069815,0.05714177,10,8.178645,8.162218,-0.002010543,-0.002010543,0.000413234,,
Mihaich,723,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,170,ug l,170,28 days,28,Growth,Organism,Body size,mm,7.178645,0.03285421,0.01038941,10,7.195072,0,0,10,8.178645,8.195072,0.002006509,0.002006509,1.32E-05,,
Mihaich,724,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,370,ug l,370,28 days,28,Growth,Organism,Body size,mm,7.178645,0.03285421,0.01038941,10,7.112936,0.29568789,0.09350472,10,8.178645,8.112936,-0.008066664,-0.008066664,0.001090876,,
Mihaich,725,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,18,ug l,18,28 days,28,Growth,Organism,Body size,mm,7.474333,0.06570842,0.02077883,10,7.540041,0.06570842,0.02077883,10,8.474333,8.540041,0.007723861,0.007723861,0.000101506,,
Mihaich,726,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,41,ug l,41,28 days,28,Growth,Organism,Body size,mm,7.474333,0.06570842,0.02077883,10,7.523614,0.08213552,0.02597353,10,8.474333,8.523614,0.005798481,0.005798481,0.000130097,,
Mihaich,727,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,74,ug l,74,28 days,28,Growth,Organism,Body size,mm,7.474333,0.06570842,0.02077883,10,7.638604,0.08213552,0.02597353,10,8.474333,8.638604,0.019199048,0.019199048,0.000129043,,
Mihaich,728,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,170,ug l,170,28 days,28,Growth,Organism,Body size,mm,7.474333,0.06570842,0.02077883,10,7.392197,0.06570842,0.02077883,10,8.474333,8.392197,-0.009739603,-0.009739603,0.000102397,,
Mihaich,729,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,370,ug l,370,28 days,28,Growth,Organism,Body size,mm,7.474333,0.06570842,0.02077883,10,7.441478,0,0,10,8.474333,8.441478,-0.003884536,-0.003884536,5.09E-05,,
Mihaich,730,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,18,ug l,18,28 days,28,Growth,Organism,Body size,mg,0.8859504,0.01322314,0.004181524,10,0.8661157,0.43636364,0.137990298,10,1.8859504,1.8661157,-0.01057278,-0.01057278,0.010212992,,
Mihaich,731,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,41,ug l,41,28 days,28,Growth,Organism,Body size,mg,0.8859504,0.01322314,0.004181524,10,0.9487603,0.28099174,0.088857389,10,1.8859504,1.9487603,0.032761542,0.032761542,0.004060891,,
Mihaich,732,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,74,ug l,74,28 days,28,Growth,Organism,Body size,mg,0.8859504,0.01322314,0.004181524,10,0.9123967,0.00661157,0.002090762,10,1.8859504,1.9123967,0.013925387,0.013925387,1.16E-05,,
Mihaich,733,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,170,ug l,170,28 days,28,Growth,Organism,Body size,mg,0.8859504,0.01322314,0.004181524,10,0.8793388,0.01322314,0.004181524,10,1.8859504,1.8793388,-0.003511872,-0.003511872,1.86E-05,,
Mihaich,734,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Male,1,0.00088595,g,captive,25,370,ug l,370,28 days,28,Growth,Organism,Body size,mg,0.8859504,0.01322314,0.004181524,10,0.8495868,0.04297521,0.013589954,10,1.8859504,1.8495868,-0.019469622,-0.019469622,0.000109124,,
Mihaich,735,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,18,ug l,18,28 days,28,Growth,Organism,Body size,mg,1.2099174,0.02644628,0.008363048,10,1.2,0.00661157,0.002090762,10,2.2099174,2.2,-0.004497779,-0.004497779,3.36E-05,,
Mihaich,736,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,41,ug l,41,28 days,28,Growth,Organism,Body size,mg,1.2099174,0.02644628,0.008363048,10,1.1834711,0.01322314,0.004181524,10,2.2099174,2.1834711,-0.012039281,-0.012039281,3.97E-05,,
Mihaich,737,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,74,ug l,74,28 days,28,Growth,Organism,Body size,mg,1.2099174,0.02644628,0.008363048,10,1.3057851,0.12231405,0.038679099,10,2.2099174,2.3057851,0.042466087,0.042466087,0.000680483,,
Mihaich,738,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,170,ug l,170,28 days,28,Growth,Organism,Body size,mg,1.2099174,0.02644628,0.008363048,10,1.1404959,0.02975207,0.009408429,10,2.2099174,2.1404959,-0.031917608,-0.031917608,7.30E-05,,
Mihaich,739,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,370,ug l,370,28 days,28,Growth,Organism,Body size,mg,1.2099174,0.02644628,0.008363048,10,1.1867769,0.0231405,0.007317667,10,2.2099174,2.1867769,-0.010526415,-0.010526415,5.61E-05,,
Mihaich,740,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,18,ug l,18,28 days,28,Reproduction,Organism,Offspring output,,25,1.25944584,0.398271746,10,24.6221662,1.82619647,0.577494031,10,26,25.6221662,-0.014638694,-0.014638694,0.019116832,,
Mihaich,741,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,41,ug l,41,28 days,28,Reproduction,Organism,Offspring output,,25,1.25944584,0.398271746,10,18.5768262,0.12594458,0.039827175,10,26,19.5768262,-0.283750008,-0.283750008,0.006181808,,
Mihaich,742,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,74,ug l,74,28 days,28,Reproduction,Organism,Offspring output,,25,1.25944584,0.398271746,10,25.1889169,1.51133501,0.477926095,10,26,26.1889169,0.007239764,0.007239764,0.01482254,,
Mihaich,743,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,170,ug l,170,28 days,28,Reproduction,Organism,Offspring output,,25,1.25944584,0.398271746,10,21.1586902,2.77078086,0.87619784,10,26,22.1586902,-0.159866784,-0.159866784,0.040747356,,
Mihaich,744,25,2018,,Environmental Toxicology and Chemistry,Invertebrate,Crustaceans,mysid shrimp,Americamysis bahia,Americamysis bahia,Adult,Female,1,0.001209917,g,captive,25,370,ug l,370,28 days,28,Reproduction,Organism,Offspring output,,25,1.25944584,0.398271746,10,7.6196474,2.32997481,0.736802729,10,26,8.6196474,-1.104052359,-1.104052359,0.069082277,,
Mihaich,745,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Embryo,NA,0,,,captive,28,7.1,ug l,7.1,4 dpf,4,Development,Organism,Hatching success,%,94,1.6,,4,86,6.5,,4,95,87,-0.087968773,-0.087968773,0.128144888,,
Mihaich,746,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Embryo,NA,0,,,captive,28,17,ug l,17,4 dpf,4,Development,Organism,Hatching success,%,94,1.6,,4,95,2.5,,4,95,96,0.0104713,0.0104713,0.023012884,,
Mihaich,747,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Embryo,NA,0,,,captive,28,31,ug l,31,4 dpf,4,Development,Organism,Hatching success,%,94,1.6,,4,90,4.3,,4,95,91,-0.043017385,-0.043017385,0.057533545,,
Mihaich,748,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Embryo,NA,0,,,captive,28,66,ug l,66,4 dpf,4,Development,Organism,Hatching success,%,94,1.6,,4,91,2,,4,95,92,-0.032088315,-0.032088315,0.017606407,,
Mihaich,749,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Embryo,NA,0,,,captive,28,130,ug l,130,4 dpf,4,Development,Organism,Hatching success,%,94,1.6,,4,87,9.3,,4,95,88,-0.076540077,-0.076540077,0.252447069,,
Mihaich,750,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Embryo,NA,0,,,captive,28,250,ug l,250,4 dpf,4,Development,Organism,Hatching success,%,94,1.6,,4,86,3.5,,4,95,87,-0.087968773,-0.087968773,0.041937992,,
Mihaich,751,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Juvenile,NA,0,,,captive,28,7.1,ug l,7.1,28 dph,28,Survival,Organism,Survival,%,96,4.6,,4,99,2,,4,97,100,0.030459207,0.030459207,0.064536082,,
Mihaich,752,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Juvenile,NA,0,,,captive,28,17,ug l,17,28 dph,28,Survival,Organism,Survival,%,96,4.6,,4,94,5.2,,4,97,95,-0.020834087,-0.020834087,0.125693977,,
Mihaich,753,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Juvenile,NA,0,,,captive,28,31,ug l,31,28 dph,28,Survival,Organism,Survival,%,96,4.6,,4,98,2.3,,4,97,99,0.020408872,0.020408872,0.067894668,,
Mihaich,754,25,2018,,Environmental Toxicology and Chemistry,Vertebrate,Fish,sheephead minnow,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Juvenile,NA,0,,,captive,28,66,ug l,66,28 dph,28,Survival,Organism,Survival,%,96,4.6,,4,96,3.3,,4,97,97,0,0,0.082603093,,
