paper_ID,country,area,taxa,common_name,scientific_name,trophic_level,food_type,environment,tissue,data,BPA,unit,DL,censored,BPA_zero,estimated_BPA,estimated_BPA_2,sample_size,citation,link
19,Spain,Spanish Atlantic coast and Bay of Biscay,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,mean,60.3,ng g,0.9,FALSE,60.3,60.3,60.3,6,Salgueiro-González et al (2016),https://www.sciencedirect.com/science/article/pii/S0025326X16301345
19,Spain,Spanish Atlantic coast and Bay of Biscay,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,min,3.3,ng g,0.9,FALSE,3.3,3.3,3.3,6,Salgueiro-González et al (2016),
19,Spain,Spanish Atlantic coast and Bay of Biscay,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,max,197,ng g,0.9,FALSE,197,197,197,6,Salgueiro-González et al (2016),
20,Poland,Gulf of Gdansk,Plankton,phytoplankton,,Primary producer,Autotroph,marine,whole body,mean,97.6,ng g,2,FALSE,97.6,97.6,97.6,,Staniszewska et al (2014),https://link.springer.com/article/10.1007%2Fs00244-014-0023-9
20,Poland,Gulf of Gdansk,Plankton,phytoplankton,,Primary producer,Autotroph,marine,whole body,min,30.5,ng g,2,FALSE,30.5,30.5,30.5,,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Plankton,phytoplankton,,Primary producer,Autotroph,marine,whole body,max,97.6,ng g,2,FALSE,97.6,97.6,97.6,,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Plankton,zooplankton,,Primary consumer,Herbivore,marine,whole body,mean,405.9,ng g,2,FALSE,405.9,405.9,405.9,,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Plankton,zooplankton,,Primary consumer,Herbivore,marine,whole body,min,105.7,ng g,2,FALSE,105.7,105.7,105.7,,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Plankton,zooplankton,,Primary consumer,Herbivore,marine,whole body,max,769.2,ng g,2,FALSE,769.2,769.2,769.2,,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Molluscs,Bay mussel ,Mytilus_trossulus,Primary consumer,Planktivore,marine,muscle,mean,43.3,ng g,2,FALSE,43.3,43.3,43.3,5,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Molluscs,Bay mussel ,Mytilus_trossulus,Primary consumer,Planktivore,marine,muscle,min,6.8,ng g,2,FALSE,6.8,6.8,6.8,5,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Molluscs,Bay mussel ,Mytilus_trossulus,Primary consumer,Planktivore,marine,muscle,max,197.2,ng g,2,FALSE,197.2,197.2,197.2,5,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Fish,Atlantic herring,Clupea_harengus,Primary consumer,Planktivore,marine,whole body,mean,105.8,ng g,2,FALSE,105.8,105.8,105.8,10,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Fish,Atlantic herring,Clupea_harengus,Primary consumer,Planktivore,marine,muscle,mean,98.6,ng g,2,FALSE,98.6,98.6,98.6,10,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Fish,Atlantic herring,Clupea_harengus,Primary consumer,Planktivore,marine,liver,mean,81,ng g,2,FALSE,81,81,81,10,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Fish,Atlantic cod,Gadus_morhua,Teritiary consumer,Carnivore,marine,muscle,mean,430.4,ng g,2,FALSE,430.4,430.4,430.4,6,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Fish,Atlantic cod,Gadus_morhua,Teritiary consumer,Carnivore,marine,liver,mean,250.5,ng g,2,FALSE,250.5,250.5,250.5,6,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Fish,European flounder,Platichthys_flesus,Secondary consumer,Carnivore,marine,muscle,mean,236.3,ng g,2,FALSE,236.3,236.3,236.3,6,Staniszewska et al (2014),
20,Poland,Gulf of Gdansk,Fish,European flounder,Platichthys_flesus,Secondary consumer,Carnivore,marine,liver,mean,164,ng g,2,FALSE,164,164,164,6,Staniszewska et al (2014),
21,UK,River Thames,Fish,Common roach,Rutilus_rutilus,Secondary consumer,Omnivore,freshwater,bile,mean,2.2,ng g,0.1,FALSE,2.2,2.2,2.2,,Fenlon et al (2010),https://www.sciencedirect.com/science/article/pii/S0021967309015933
21,UK,River Thames,Fish,Common roach,Rutilus_rutilus,Secondary consumer,Omnivore,freshwater,bile,mean,18.2,ng g,0.1,FALSE,18.2,18.2,18.2,,Fenlon et al (2010),
21,UK,River Thames,Fish,Common roach,Rutilus_rutilus,Secondary consumer,Omnivore,freshwater,bile,mean,10.6,ng g,0.1,FALSE,10.6,10.6,10.6,,Fenlon et al (2010),
21,UK,River Thames,Fish,Common roach,Rutilus_rutilus,Secondary consumer,Omnivore,freshwater,bile,mean,68,ng g,0.1,FALSE,68,68,68,,Fenlon et al (2010),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,mean,13,ng g,6.3,FALSE,13,13,13,10,da Silva et al (2013),https://www.sciencedirect.com/science/article/pii/S0045653513006255
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,min,6.6,ng g,6.3,FALSE,6.6,6.6,6.6,10,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,max,25,ng g,6.3,FALSE,25,25,25,10,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,mean,18,ng g,6.3,FALSE,18,18,18,10,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,min,7.2,ng g,6.3,FALSE,7.2,7.2,7.2,10,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,max,45,ng g,6.3,FALSE,45,45,45,10,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,mean,16,ng g,6.3,FALSE,16,16,16,7,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,min,6.3,ng g,6.3,TRUE,0,3.15,4.454772721,7,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,max,52,ng g,6.3,FALSE,52,52,52,7,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,mean,5.6,ng g,6.3,FALSE,5.6,5.6,5.6,5,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,min,6.3,ng g,6.3,TRUE,0,3.15,4.454772721,5,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,max,8.6,ng g,6.3,FALSE,8.6,8.6,8.6,5,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,mean,1.9,ng g,6.3,FALSE,1.9,1.9,1.9,10,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,min,6.3,ng g,6.3,TRUE,0,3.15,4.454772721,10,da Silva et al (2013),
22,US,Puget Sound estuary,Fish,English sole,Parophrys_vetulus,Secondary consumer,Carnivore,marine,bile,max,19,ng g,6.3,FALSE,19,19,19,10,da Silva et al (2013),
23,Sweden,Baltic Sea ,Fish,European perch,Perca_fluviatilis,Secondary consumer,Carnivore,freshwater,bile,min,700,ng g,30,FALSE,700,700,700,,Pettersson et al (2007),https://www.sciencedirect.com/science/article/pii/S0025326X07002780
24,Sweden,Baltic Sea ,Fish,European perch,Perca_fluviatilis,Secondary consumer,Carnivore,freshwater,bile,max,8000,ng g,30,FALSE,8000,8000,8000,,Pettersson et al (2007),
24,Italy,Po river,Fish,Common carp,Cyprinus_carpio,Secondary consumer,Omnivore,freshwater,bile,mean,3090,ng g,0.65,FALSE,3090,3090,3090,1,Vigano et al (2006),https://link.springer.com/article/10.1007%2Fs00244-005-0129-1
24,Italy,Po river,Fish,Chub,Cyprinus_cephalus,Secondary consumer,Carnivore,freshwater,bile,mean,250,ng g,0.65,FALSE,250,250,250,1,Vigano et al (2006),
24,Italy,Po river,Fish,Chub,Cyprinus_cephalus,Secondary consumer,Carnivore,freshwater,bile,mean,650,ng g,0.65,FALSE,650,650,650,1,Vigano et al (2006),
24,Italy,Po river,Fish,Chub,Cyprinus_cephalus,Secondary consumer,Carnivore,freshwater,bile,mean,80,ng g,0.65,FALSE,80,80,80,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,120,ng g,0.65,FALSE,120,120,120,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,5220,ng g,0.65,FALSE,5220,5220,5220,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,280,ng g,0.65,FALSE,280,280,280,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,280,ng g,0.65,FALSE,280,280,280,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,830,ng g,0.65,FALSE,830,830,830,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,730,ng g,0.65,FALSE,730,730,730,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,390,ng g,0.65,FALSE,390,390,390,1,Vigano et al (2006),
24,Italy,Po river,Fish,Common carp,Cyprinus_carpio,Secondary consumer,Omnivore,freshwater,bile,mean,4530,ng g,0.65,FALSE,4530,4530,4530,1,Vigano et al (2006),
24,Italy,Po river,Fish,Chub,Cyprinus_cephalus,Secondary consumer,Carnivore,freshwater,bile,mean,990,ng g,0.65,FALSE,990,990,990,1,Vigano et al (2006),
24,Italy,Po river,Fish,Chub,Cyprinus_cephalus,Secondary consumer,Carnivore,freshwater,bile,mean,1100,ng g,0.65,FALSE,1100,1100,1100,1,Vigano et al (2006),
24,Italy,Po river,Fish,Chub,Cyprinus_cephalus,Secondary consumer,Carnivore,freshwater,bile,mean,510,ng g,0.65,FALSE,510,510,510,1,Vigano et al (2006),
24,Italy,Po river,Fish,Chub,Cyprinus_cephalus,Secondary consumer,Carnivore,freshwater,bile,mean,720,ng g,0.65,FALSE,720,720,720,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,10,ng g,0.65,FALSE,10,10,10,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,380,ng g,0.65,FALSE,380,380,380,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,1380,ng g,0.65,FALSE,1380,1380,1380,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,110,ng g,0.65,FALSE,110,110,110,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,1570,ng g,0.65,FALSE,1570,1570,1570,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,70,ng g,0.65,FALSE,70,70,70,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,180,ng g,0.65,FALSE,180,180,180,1,Vigano et al (2006),
24,Italy,Po river,Fish,Barbel,Barbus,Secondary consumer,Carnivore,freshwater,bile,mean,110,ng g,0.65,FALSE,110,110,110,1,Vigano et al (2006),
24,Italy,Po river,Crustaceans,amphibpod,,Primary consumer,Planktivore,freshwater,whole sample,mean,36,ng g,36,TRUE,0,18,25.45584412,,Vigano et al (2006),
25,China,Bohai sea,Molluscs,bladder moon snail,Neverita_didyma,Secondary consumer,Carnivore,marine,muscle,mean,5.85,ng g,0.2,FALSE,5.85,5.85,5.85,18,Liao & Kannan (2019),https://www.sciencedirect.com/science/article/pii/S0048969718341676
25,China,Bohai sea,Molluscs,Asian rapa whelk,Rapana_venosa,Secondary consumer,Carnivore,marine,muscle,mean,0.374,ng g,0.2,FALSE,0.374,0.374,0.374,41,Liao & Kannan (2019),
25,China,Bohai sea,Molluscs,Soft-shell clam,Mya_arenaria,Primary consumer,Planktivore,marine,muscle,mean,3.1,ng g,0.2,FALSE,3.1,3.1,3.1,6,Liao & Kannan (2019),
25,China,Bohai sea,Molluscs,black clam,Cyclina_sinensis,Primary consumer,Planktivore,marine,muscle,mean,1.511,ng g,0.2,FALSE,1.511,1.511,1.511,11,Liao & Kannan (2019),
25,China,Bohai sea,Molluscs,chinese scallop,Chlamys_farreri,Primary consumer,Planktivore,marine,muscle,mean,0.927,ng g,0.2,FALSE,0.927,0.927,0.927,22,Liao & Kannan (2019),
25,China,Bohai sea,Molluscs,,Scapharca_subcrenata,Primary consumer,Planktivore,marine,muscle,mean,0.267,ng g,0.2,FALSE,0.267,0.267,0.267,21,Liao & Kannan (2019),
25,China,Bohai sea,Molluscs,White clam ,Meretrix_meretrix,Primary consumer,Planktivore,marine,muscle,mean,8.7,ng g,0.2,FALSE,8.7,8.7,8.7,10,Liao & Kannan (2019),
25,China,Bohai sea,Molluscs,common mussel,Mytilus_edulis,Primary consumer,Planktivore,marine,muscle,mean,1.15,ng g,0.2,FALSE,1.15,1.15,1.15,12,Liao & Kannan (2019),
25,China,Bohai sea,Molluscs,oyster,Crassostrea_talienwhanensis,Primary consumer,Planktivore,marine,muscle,mean,1.01,ng g,0.2,FALSE,1.01,1.01,1.01,12,Liao & Kannan (2019),
25,China,Bohai sea,Molluscs,,Amusium,Primary consumer,Planktivore,marine,muscle,mean,0.59,ng g,0.2,FALSE,0.59,0.59,0.59,19,Liao & Kannan (2019),
25,China,Bohai sea,Molluscs,shiofukigai,Mactra_veneriformis,Primary consumer,Planktivore,marine,muscle,mean,2.85,ng g,0.2,FALSE,2.85,2.85,2.85,5,Liao & Kannan (2019),
26,US,North Pacific Gyrer,Fish,lanternfish,,Secondary consumer,Planktivore,marine,whole body,mean,0.686,ng g,0.5,FALSE,0.686,0.686,0.686,23,Gassal & Rochman (2019),https://www.sciencedirect.com/science/article/pii/S0269749119302155
26,US,North Pacific Gyrer,Fish,lanternfish,,Secondary consumer,Planktivore,marine,whole body,mean,1.28,ng g,0.5,FALSE,1.28,1.28,1.28,6,Gassal & Rochman (2019),
27,China,Pearl river,Fish,,,Secondary consumer,Detritivore,freshwater,muscle,min,33,ng g,0.56,FALSE,33,33,33,,Fan et al (2019),https://www.sciencedirect.com/science/article/pii/S0269749118338727
27,China,Pearl river,Fish,,,Secondary consumer,Detritivore,freshwater,muscle,max,2398,ng g,0.56,FALSE,2398,2398,2398,,Fan et al (2019),
27,China,Pearl river,Fish,,,Secondary consumer,Planktivore,freshwater,muscle,min,54,ng g,0.56,FALSE,54,54,54,,Fan et al (2019),
27,China,Pearl river,Fish,,,Secondary consumer,Planktivore,freshwater,muscle,max,2257,ng g,0.56,FALSE,2257,2257,2257,,Fan et al (2019),
27,China,Pearl river,Fish,,,Secondary consumer,Carnivore,freshwater,muscle,min,27,ng g,0.56,FALSE,27,27,27,,Fan et al (2019),
27,China,Pearl river,Fish,,,Secondary consumer,Carnivore,freshwater,muscle,max,3675,ng g,0.56,FALSE,3675,3675,3675,,Fan et al (2019),
27,China,Pearl river,Fish,,,Secondary consumer,Carnivore,freshwater,muscle,min,31,ng g,0.56,FALSE,31,31,31,,Fan et al (2019),
27,China,Pearl river,Fish,,,Secondary consumer,Carnivore,freshwater,muscle,max,235,ng g,0.56,FALSE,235,235,235,,Fan et al (2019),
27,China,Pearl river,Fish,,,Secondary consumer,Carnivore,marine,muscle,min,5,ng g,0.56,FALSE,5,5,5,,Fan et al (2019),
27,China,Pearl river,Fish,,,Secondary consumer,Carnivore,marine,muscle,max,4370,ng g,0.56,FALSE,4370,4370,4370,,Fan et al (2019),
28,Greece,Thermaikos Gulf,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,mean,611.9,ng g,115,FALSE,611.9,611.9,611.9,7,Gatidou et al (2010),https://www.sciencedirect.com/science/article/pii/S0025326X1000295X
28,Greece,Thermaikos Gulf,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,mean,542.1,ng g,115,FALSE,542.1,542.1,542.1,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,mean,527.6,ng g,115,FALSE,527.6,527.6,527.6,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,mean,396.7,ng g,115,FALSE,396.7,396.7,396.7,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,mean,387.2,ng g,115,FALSE,387.2,387.2,387.2,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,mean,366.8,ng g,115,FALSE,366.8,366.8,366.8,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Mediterranean mussel,Mytilus_galloprovincialis,Primary consumer,Planktivore,marine,muscle,mean,342.8,ng g,115,FALSE,342.8,342.8,342.8,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Stripped venus,Venus_gallina,Primary consumer,Planktivore,marine,muscle,mean,626.3,ng g,115,FALSE,626.3,626.3,626.3,4,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Stripped venus,Venus_gallina,Primary consumer,Planktivore,marine,muscle,mean,398.7,ng g,115,FALSE,398.7,398.7,398.7,4,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Stripped venus,Venus_gallina,Primary consumer,Planktivore,marine,muscle,mean,298.1,ng g,115,FALSE,298.1,298.1,298.1,4,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Stripped venus,Venus_gallina,Primary consumer,Planktivore,marine,muscle,mean,115,ng g,115,TRUE,0,57.5,81.31727984,4,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Beared horse mussel,Modiola_barbatus,Primary consumer,Planktivore,marine,muscle,mean,515.2,ng g,115,FALSE,515.2,515.2,515.2,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Beared horse mussel,Modiola_barbatus,Primary consumer,Planktivore,marine,muscle,mean,506.3,ng g,115,FALSE,506.3,506.3,506.3,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Beared horse mussel,Modiola_barbatus,Primary consumer,Planktivore,marine,muscle,mean,480,ng g,115,FALSE,480,480,480,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Beared horse mussel,Modiola_barbatus,Primary consumer,Planktivore,marine,muscle,mean,441.2,ng g,115,FALSE,441.2,441.2,441.2,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Beared horse mussel,Modiola_barbatus,Primary consumer,Planktivore,marine,muscle,mean,355.2,ng g,115,FALSE,355.2,355.2,355.2,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Beared horse mussel,Modiola_barbatus,Primary consumer,Planktivore,marine,muscle,mean,212.6,ng g,115,FALSE,212.6,212.6,212.6,7,Gatidou et al (2010),
28,Greece,Thermaikos Gulf,Molluscs,Beared horse mussel,Modiola_barbatus,Primary consumer,Planktivore,marine,muscle,mean,209.2,ng g,115,FALSE,209.2,209.2,209.2,7,Gatidou et al (2010),
29,India,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,2,ng g,0.3,FALSE,2,2,2,,Isobe et al (2007),https://link.springer.com/article/10.1007%2Fs10661-007-9661-y
29,India,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.1,ng g,0.3,FALSE,1.1,1.1,1.1,,Isobe et al (2007),
29,India,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,13.7,ng g,0.3,FALSE,13.7,13.7,13.7,,Isobe et al (2007),
29,India,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,2,ng g,0.3,FALSE,2,2,2,,Isobe et al (2007),
29,India,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.3,ng g,0.3,FALSE,1.3,1.3,1.3,,Isobe et al (2007),
29,Indonesia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.8,ng g,0.3,FALSE,1.8,1.8,1.8,,Isobe et al (2007),
29,Indonesia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,6.3,ng g,0.3,FALSE,6.3,6.3,6.3,,Isobe et al (2007),
29,Indonesia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,0.56,ng g,0.3,FALSE,0.56,0.56,0.56,,Isobe et al (2007),
29,Indonesia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,0.37,ng g,0.3,FALSE,0.37,0.37,0.37,,Isobe et al (2007),
29,Indonesia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,0.32,ng g,0.3,FALSE,0.32,0.32,0.32,,Isobe et al (2007),
29,Malaysia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,0.56,ng g,0.3,FALSE,0.56,0.56,0.56,,Isobe et al (2007),
29,Malaysia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.4,ng g,0.3,FALSE,1.4,1.4,1.4,,Isobe et al (2007),
29,Malaysia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,0.51,ng g,0.3,FALSE,0.51,0.51,0.51,,Isobe et al (2007),
29,Malaysia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,4.2,ng g,0.3,FALSE,4.2,4.2,4.2,,Isobe et al (2007),
29,Singapore,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,3.3,ng g,0.3,FALSE,3.3,3.3,3.3,,Isobe et al (2007),
29,Thailand,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.3,ng g,0.3,FALSE,1.3,1.3,1.3,,Isobe et al (2007),
29,Thailand,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,4.53,ng g,0.3,FALSE,4.53,4.53,4.53,,Isobe et al (2007),
29,Thailand,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,0.96,ng g,0.3,FALSE,0.96,0.96,0.96,,Isobe et al (2007),
29,Thailand,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.76,ng g,0.3,FALSE,1.76,1.76,1.76,,Isobe et al (2007),
29,Cambodia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.9,ng g,0.3,FALSE,1.9,1.9,1.9,,Isobe et al (2007),
29,Cambodia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.8,ng g,0.3,FALSE,1.8,1.8,1.8,,Isobe et al (2007),
29,Cambodia,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.1,ng g,0.3,FALSE,1.1,1.1,1.1,,Isobe et al (2007),
29,Vietnam,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.3,ng g,0.3,FALSE,1.3,1.3,1.3,,Isobe et al (2007),
29,Vietnam,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.21,ng g,0.3,FALSE,1.21,1.21,1.21,,Isobe et al (2007),
29,Vietnam,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,0.58,ng g,0.3,FALSE,0.58,0.58,0.58,,Isobe et al (2007),
29,Vietnam,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.3,ng g,0.3,FALSE,1.3,1.3,1.3,,Isobe et al (2007),
29,Philipinnes,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.21,ng g,0.3,FALSE,1.21,1.21,1.21,,Isobe et al (2007),
29,Philipinnes,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.77,ng g,0.3,FALSE,1.77,1.77,1.77,,Isobe et al (2007),
29,Philipinnes,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,4.7,ng g,0.3,FALSE,4.7,4.7,4.7,,Isobe et al (2007),
29,Philipinnes,,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,1.1,ng g,0.3,FALSE,1.1,1.1,1.1,,Isobe et al (2007),
29,Japan,Tokyo Bay,Molluscs,green mussel,Perna_viridis,Primary consumer,Planktivore,marine,muscle,mean,4.43,ng g,0.3,FALSE,4.43,4.43,4.43,,Isobe et al (2007),
30,Poland,Gulf of Gdansk,Plankton,zooplankton,,Primary consumer,Herbivore,marine ,whole sample,mean,152.4,ng g,2,FALSE,152.4,152.4,152.4,5,Staniszewska et al (2016),https://www.sciencedirect.com/science/article/pii/S0269749116301853
30,Poland,Gulf of Gdansk,Plankton,zooplankton,,Primary consumer,Herbivore,marine ,whole sample,min,28.7,ng g,2,FALSE,28.7,28.7,28.7,5,Staniszewska et al (2016),
30,Poland,Gulf of Gdansk,Plankton,zooplankton,,Primary consumer,Herbivore,marine ,whole sample,max,405.9,ng g,2,FALSE,405.9,405.9,405.9,5,Staniszewska et al (2016),
31,Poland,Gulf of Gdansk,Plankton,phytoplankton,,Primary producer,Autotroph,marine,whole sample,mean,200,ng g,0.8,FALSE,200,200,200,,Staniszewska et al (2017),https://www.sciencedirect.com/science/article/pii/S0269749116321273
31,Poland,Gulf of Gdansk,Plankton,phytoplankton,,Primary producer,Autotroph,marine,whole sample,min,10,ng g,0.8,FALSE,10,10,10,,Staniszewska et al (2017),
31,Poland,Gulf of Gdansk,Plankton,phytoplankton,,Primary producer,Autotroph,marine,whole sample,max,750,ng g,0.8,FALSE,750,750,750,,Staniszewska et al (2017),
31,Poland,Gulf of Gdansk,Plankton,phytoplankton,,Primary producer,Autotroph,marine,whole sample,mean,350,ng g,0.8,FALSE,350,350,350,,Staniszewska et al (2017),
